customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST4358,Male,0,Yes,No,26,Yes,No,No,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),36.585014680660365,6419.8837642213675,No
CUST4359,Male,0,Yes,Yes,66,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),51.07532987052897,5763.851073063372,No
CUST4360,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,67.93181369603633,1038.0744872084902,Yes
CUST4361,Male,0,No,No,65,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),35.84565030170894,6965.9743091966775,No
CUST4362,Male,0,No,Yes,27,Yes,Yes,No,No internet service,No,No,No,No,No,Two year,No,Bank transfer (automatic),104.99674152054676,7808.494812856368,No
CUST4363,Male,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.65684141773504,591.2271973111531,No
CUST4364,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,43.16308445540542,865.7293572091462,No
CUST4365,Male,0,No,No,13,Yes,No,No,No,No internet service,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),108.0525413293178,537.6236544160292,No
CUST4366,Male,1,Yes,No,38,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,85.94987882437026,2269.294210888743,No
CUST4367,Male,0,No,Yes,72,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Mailed check,69.75345953929532,8146.958807391164,No
CUST4368,Female,0,No,No,61,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29.029090639410796,1661.2885303626967,No
CUST4369,Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,32.85390969738455,8350.759449014944,No
CUST4370,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,40.74499923979463,2641.5948202659843,No
CUST4371,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.21342626745805,6732.5568867029215,No
CUST4372,Female,0,Yes,No,55,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,107.39523879862321,5154.608419315087,No
CUST4373,Male,0,Yes,No,38,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),112.90541468624131,1942.5295468658073,No
CUST4374,Male,1,Yes,Yes,3,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.14791462666631,7494.839901279175,No
CUST4375,Male,1,No,No,47,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,38.41152070467175,400.9090930369213,No
CUST4376,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),45.75644961133704,113.10228928460764,Yes
CUST4377,Female,0,Yes,Yes,59,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,One year,No,Electronic check,20.604619929543077,3789.4131420701883,No
CUST4378,Male,0,Yes,No,39,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,39.865726084859986,3653.5064552442714,No
CUST4379,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.808555633175285,5725.836529904466,No
CUST4380,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),114.907311853449,290.55768935656533,Yes
CUST4381,Male,0,Yes,Yes,56,Yes,No phone service,No,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.92585720410955,5932.572659322842,Yes
CUST4382,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.9990727814227,4742.41785684223,Yes
CUST4383,Female,0,No,Yes,72,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,26.525972632244404,2854.1845661797224,No
CUST4384,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,64.58100856970921,4146.03107507225,No
CUST4385,Male,0,No,No,38,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,61.63568789739646,591.0575033167122,No
CUST4386,Male,0,Yes,No,20,No,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),102.3280577902888,3869.8587693528034,No
CUST4387,Male,0,No,No,46,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,96.58090240817452,4756.066870101595,No
CUST4388,Male,0,No,No,1,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.000907530305824,5597.729314754515,Yes
CUST4389,Female,0,No,No,43,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.38469629016897,94.66627843983375,No
CUST4390,Female,0,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),26.970580868809247,6667.963098862387,No
CUST4391,Female,0,Yes,Yes,54,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.73735028788988,2624.6625667154867,No
CUST4392,Female,0,No,No,39,Yes,Yes,No,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),35.356069286511286,3126.1975654737853,No
CUST4393,Female,0,Yes,No,23,Yes,No phone service,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,91.15796416411712,6513.444184986386,No
CUST4394,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),106.9983747473832,8540.502920864628,No
CUST4395,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,80.42770041241648,4737.871824489862,No
CUST4396,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),85.08630031694346,940.1260754762009,No
CUST4397,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,77.64424805129474,5502.58786944648,Yes
CUST4398,Male,0,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),77.6006872803101,8684.08031444098,Yes
CUST4399,Male,0,No,No,13,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),39.542499157954936,42.67748196925807,No
CUST4400,Female,1,No,Yes,44,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),20.094393241887552,464.74329147374675,Yes
CUST4401,Male,0,No,No,37,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,37.57266020699704,3868.6122596766604,Yes
CUST4402,Female,0,Yes,No,31,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.31444265432074,139.30010156129902,Yes
CUST4403,Male,0,No,No,61,Yes,No phone service,No,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),58.476735812724606,2870.150063503451,Yes
CUST4404,Female,0,No,No,66,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),90.74504808054077,1871.4298560902955,No
CUST4405,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,19.814430179528966,5201.427359298168,No
CUST4406,Male,0,Yes,No,12,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),76.50227240767289,1904.8443956651865,No
CUST4407,Female,0,Yes,No,46,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.842865875704405,2599.072983469292,Yes
CUST4408,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,36.35142102915783,8140.347899300558,No
CUST4409,Female,0,No,No,70,No,Yes,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,46.79055198946865,5665.262187119231,No
CUST4410,Female,0,Yes,No,51,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),55.10470941638087,6759.84591468137,No
CUST4411,Female,1,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,103.699622885301,4659.895464181767,No
CUST4412,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),43.451548020183594,958.353120934781,No
CUST4413,Female,0,Yes,Yes,22,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,71.28787042434205,3860.7171337980417,No
CUST4414,Female,0,Yes,No,29,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.28335131473857,1854.1035284904808,No
CUST4415,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.43003888379384,2299.5519746462833,Yes
CUST4416,Male,1,No,No,34,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),21.578896861090282,7312.241452165019,Yes
CUST4417,Female,1,No,No,26,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.26825975814602,7769.294823656933,No
CUST4418,Male,0,No,No,66,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),42.8892784256623,1958.3979424832442,No
CUST4419,Male,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),102.60664161981619,3859.74623415543,No
CUST4420,Female,0,Yes,No,49,Yes,Yes,No,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,33.084434188312045,8416.974334168814,No
CUST4421,Male,0,No,No,7,No,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,85.51743561724518,5323.6299386395185,Yes
CUST4422,Male,0,No,Yes,54,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,92.52484358447508,7019.88514705066,Yes
CUST4423,Female,1,No,No,41,Yes,No phone service,No,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,70.51638451802924,4698.276973281388,No
CUST4424,Female,1,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),52.86744896898966,4245.006803473727,No
CUST4425,Male,1,Yes,No,19,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),34.066624265410006,6301.03296646181,No
CUST4426,Male,0,No,No,44,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.796180427525552,2784.7060444311946,No
CUST4427,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,94.1924456469032,5587.966269610496,Yes
CUST4428,Male,0,Yes,No,19,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),24.287497500688623,4511.427750432879,No
CUST4429,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,76.80281723644389,6315.5268920263625,No
CUST4430,Male,0,No,No,56,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.156512558541742,1209.1509707552939,No
CUST4431,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),64.56995753434146,5868.390894423018,No
CUST4432,Male,0,No,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),32.15340460441321,5552.10793626018,No
CUST4433,Male,0,Yes,No,15,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,83.64279540963335,7847.730814664791,Yes
CUST4434,Female,1,Yes,Yes,54,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,No,Mailed check,42.87897799530681,3275.3292231354976,No
CUST4435,Male,1,No,No,71,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),53.467145524729936,7418.582893208033,No
CUST4436,Male,1,Yes,No,57,No,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,94.65033064372199,322.0031347019743,No
CUST4437,Female,0,No,No,63,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),78.91787875127466,2465.063408942961,No
CUST4438,Female,0,Yes,No,48,Yes,No,DSL,No internet service,No,No,No,No,No,Two year,No,Mailed check,90.93280626986797,830.2823552717442,No
CUST4439,Female,0,Yes,No,28,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,88.24152962026984,2187.9400741100994,No
CUST4440,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,No,Electronic check,107.70869667034324,2943.7876651306237,No
CUST4441,Male,1,Yes,Yes,68,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.69198302163454,5385.840351711127,No
CUST4442,Male,1,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),91.77651042458187,574.2359844803266,No
CUST4443,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Two year,Yes,Electronic check,25.063522308690334,1837.284217058424,No
CUST4444,Female,0,Yes,Yes,47,No,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,29.862579137994302,6312.760503608262,No
CUST4445,Male,0,No,Yes,36,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,72.8087156915849,5977.100123584189,No
CUST4446,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,51.59191764490348,5019.29274105679,Yes
CUST4447,Male,1,Yes,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,69.60490484216977,6124.341298126744,No
CUST4448,Female,0,No,No,3,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,91.50216910673521,6271.82885520521,No
CUST4449,Male,0,No,No,38,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.93005373874394,1829.4869217639107,No
CUST4450,Female,0,No,Yes,23,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,104.97144200703391,4624.9416516153415,No
CUST4451,Female,0,No,No,49,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,61.392171008921274,6230.994420232001,No
CUST4452,Male,0,Yes,Yes,36,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,51.49731091584193,5814.430498341507,No
CUST4453,Female,1,Yes,No,52,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),69.73698840530867,4084.185725585845,No
CUST4454,Male,0,No,No,24,Yes,No phone service,No,No,No internet service,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),69.75801591040035,3738.3351629091057,No
CUST4455,Male,0,Yes,No,30,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),104.53324380496133,2222.661947172286,No
CUST4456,Male,0,No,No,37,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),37.46044182124291,3361.759278973927,No
CUST4457,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),70.38617038923748,5755.619057479675,No
CUST4458,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,99.79618859456237,3458.0501215175873,No
CUST4459,Female,0,Yes,No,49,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),85.39208576922309,4983.374296449028,Yes
CUST4460,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.18283504595959,8202.228001538026,Yes
CUST4461,Male,0,Yes,No,51,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),103.64501214949212,427.11756009902484,No
CUST4462,Female,0,No,No,30,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,95.96757308665265,6558.840726333624,No
CUST4463,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.58728123299086,6326.378801707047,No
CUST4464,Female,0,Yes,No,0,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),63.2955174545111,4391.696369631223,Yes
CUST4465,Female,0,Yes,No,42,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),89.01953347170345,1287.182353264246,No
CUST4466,Female,0,Yes,No,58,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.54053949131458,3109.733315823999,No
CUST4467,Female,0,Yes,No,60,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.20741131148037,2703.279430251591,No
CUST4468,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,62.355076028963104,6191.856484462769,No
CUST4469,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),69.24950438130071,4375.971740559566,No
CUST4470,Female,1,No,Yes,59,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),61.30868082482868,3062.2664676241075,No
CUST4471,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),92.79242653048428,5580.822337277114,No
CUST4472,Male,0,Yes,No,58,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),67.70418162961816,2247.6782661195834,No
CUST4473,Female,1,No,No,41,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,98.4152333995448,5576.661086765298,No
CUST4474,Male,0,Yes,No,35,Yes,No,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.77361723051528,8470.969685667153,Yes
CUST4475,Male,0,Yes,No,39,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),22.44877125499796,1807.6554484142523,No
CUST4476,Male,0,No,Yes,29,Yes,No,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.6018671681289,863.3752782622145,No
CUST4477,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,91.98478052106552,8067.441955912224,Yes
CUST4478,Male,0,No,Yes,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,35.54447100520515,3129.56951950675,No
CUST4479,Female,0,No,No,44,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,52.567282080101535,5790.912030423463,No
CUST4480,Male,0,No,No,50,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.74729338617506,3037.3231556515884,Yes
CUST4481,Female,1,Yes,No,42,Yes,No phone service,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),66.57403077081652,7205.170532214712,No
CUST4482,Female,0,Yes,No,65,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),64.16409997482512,4262.7424638765915,No
CUST4483,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,36.43325256122816,2727.984097825835,No
CUST4484,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,36.87648753492209,7106.452120328346,No
CUST4485,Male,0,No,No,36,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,42.85906858414391,2264.6661930551554,No
CUST4486,Female,0,Yes,Yes,55,Yes,No,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.52438911155345,6311.072427015778,No
CUST4487,Female,0,No,No,45,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,One year,No,Mailed check,51.14699097397881,2858.1423801592796,No
CUST4488,Female,0,Yes,Yes,27,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),76.54078055203098,3894.5064896944887,No
CUST4489,Male,0,No,No,51,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,One year,Yes,Mailed check,42.345288397443156,5446.05877643249,No
CUST4490,Male,1,Yes,No,14,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.71757710479223,5686.800169808757,No
CUST4491,Male,0,No,No,44,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),88.02328175070411,4070.431331449786,Yes
CUST4492,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),117.55503975161668,1269.6772349781365,No
CUST4493,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),105.48854850093201,6543.489898464529,No
CUST4494,Female,0,Yes,No,72,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,31.80670647736287,7689.490966438634,No
CUST4495,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),89.2410458242612,7962.476172447305,Yes
CUST4496,Male,0,No,Yes,72,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,46.93174221133049,873.005868926292,No
CUST4497,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),78.01286566750969,6244.694615635738,No
CUST4498,Male,0,Yes,No,64,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.32082596967008,1825.2004181957702,Yes
CUST4499,Male,0,Yes,Yes,39,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.93815857385741,906.334556469596,No
CUST4500,Male,0,Yes,No,4,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),69.34756952858547,635.1262399034244,No
CUST4501,Male,0,No,No,27,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.79562604016547,56.46749712663802,No
CUST4502,Male,0,Yes,No,37,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,113.24791660908974,8010.264489839232,No
CUST4503,Male,0,Yes,Yes,17,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,51.93562018988094,5261.890799373094,No
CUST4504,Female,0,No,Yes,36,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),47.70623332150056,5247.147286730894,No
CUST4505,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.72984679508493,7050.145534050527,No
CUST4506,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),101.10833051196585,7486.659824472239,No
CUST4507,Female,0,Yes,No,68,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.04495117039602,58.34294796054117,Yes
CUST4508,Female,0,No,No,26,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.765248498102835,6558.531661424178,No
CUST4509,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),37.86276423749957,3389.58670007277,No
CUST4510,Male,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.49263718397441,2860.0930673974262,No
CUST4511,Female,0,No,Yes,26,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.412705621367486,6471.497701374925,No
CUST4512,Male,1,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),66.14929520258556,3746.7098099599752,No
CUST4513,Male,1,Yes,Yes,71,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),53.4964742403336,8565.108843914992,No
CUST4514,Male,0,No,No,30,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Mailed check,57.75770977473288,7323.470917146454,No
